,Author,Text
560,c,"for garment and food, and preys on his own case and shelter until he has literally eaten himself stark naked; after which he rolls up a second leaf, and so on progressively. Thus in his larval life does he symbolize some restless nation that makes itself many successive constitutions and forms of government, in none of which it abides long; but afterwards some higher thing, when he rests motionless, in form like a sarcophagus, whence the infolded life emerges to haunt the twilight--a grey ghost moth. There is no end to rolled-up leaves, and to the variety of creatures that are housed in them; for, just as the ""insect tribes of human kind"" in all places and in all ages, while seeking to improve their condition, independently hit on the same means and inventions, so it is with these small six-legged people; and many species in many places have found"
561,c,"on no day and no season of the year will you see a male without his female: if he flies she flies with him and feeds and drinks with him, and when he perches she perches at his side, and he never utters a sound but a responsive sound immediately falls from her devoted beak. 275 276 BIRDS IN TOWN AND VILLAGE Again, it may seem unlikely that there can be pairing for life in species, like the chaffinch of northern Europe and, with us, of Scotland, in which the sexes separate and migrate separately. Also of non-gregarious species like the nightingale in which the males arrive in this country several days before the females. Yet I am confident that if we could catch and mark a considerable number of pairs it would be found that the same male and female found one another and re-mated every year. It comes"
562,c,"returned, and he was able once more to walk erect and run, and to climb a tree, where he could sit concealed among the thick foliage and survey the village where he had first seen the light and had passed the careless, happy years of boyhood. But he cherished no tender memories and regrets; his sole thought 62 BIRDS IN TOWN AND VILLAGE was of the ants, and where to find a sufficiency of them to stay the cravings of hunger; for, after the first sensations of disgust had been overcome, he had begun to grow fond of this kind of food, and now consumed it with avidity. And as his strength increased so did his dexterity in catching the small, active insect prey. He no longer gathered the ants up in his palm and swallowed them along with dust and grit, but picked them up deftly, and conveyed them"
563,c,"something else--possibly out of the very salmon on which he proposes to regale his hungry disciples. To go into details is not the present writer's purpose; and to finish with this part of the subject, it is sufficient to add that in the very wide and varied field occupied by the sparrow, in that rough, ineffectual manner possible to a species having no special and highly perfected feeding instincts, there is room for the introduction of scores of competitors, every one of which should be better adapted than the sparrow to find a subsistence at that point or that particular part of the field where the two would come into rivalry; and every species introduced should also possess some quality which would make it, from the aesthetic point of view, a valuable addition to our bird life. This would be no war of violence, and no contravention of Nature's ordinances,"
564,c,"witnessed during the intensely severe frosts of the early part of the late winter (1882-3), when incalculable numbers of sea-birds were driven by hunger and cold into bays and inland waters. At this time thousands of gulls made their appearance in the Thames, but no sooner did they arrive than those who possessed guns and licences to shoot began to shoot them. The police interfered and some of these sportsmen were brought before the magistrates and fined for the offence of discharging guns to the public danger. For upwards of a fortnight after the shooting had been put a stop to, the gulls continued to frequent the river 128 BIRDS IN TOWN AND VILLAGE in large numbers, and were perhaps most numerous from London Bridge to Battersea, and during this time they were watched every day by thousands of Londoners with keen interest and pleasure. The river here, flowing through"
565,c,"tabours, and Pandean pipes--a strange medley! Interesting as this concert was, it held me less than the solitary singing of a sedge-warbler that lived by himself, or with only his mate, higher up where the stream was narrow, so that I could get near him; for he not only tickled my ears with his rapid, reedy music, but amused my mind as well with a pretty little problem in bird psychology. I could sit within a few yards of his tangled haunt without hearing a note; but if I jumped up and made a noise, or struck the branches with my stick, he would incontinently burst into song. It is a very well-known habit of the bird, and on account of it and of the very peculiar character of the sounds emitted, his song is frequently described by ornithologists as ""mocking, defiant, scolding, angry,"" etc. It seems clear that at"
566,c,"where all their instincts have full play, and where the perils that surround them do but brighten their many splendid faculties. The little bird twitters and sings in its cage, and among ourselves the blind man and the cripple 140 BIRDS IN TOWN AND VILLAGE whistle and sing, too, feeling at times a lower kind of contentment and cheerfulness. The chaffinch in East London, with its eyeballs seared by red-hot needles, sings, too, in its prison, when it has grown accustomed to its darkened existence, and is in health, and the agreeable sensations that accompany health prompt it at intervals to melody, but no person, not even the dullest ruffian among the baser sort of bird-fanciers would maintain for a moment that the happiness of the little sightless captive, whether vocal or silent, is at all comparable in degree to that of the chaffinch singing in April ""on the orchard"
567,c,"separate her from the great world of wind-tossed woods, and of blue fields of air, and the free, buoyant life for which her instincts and faculties fit her, and which, alas! can never more be hers. All this sounded very pretty, as well as true, and there was a pleased smile on every face in the audience. Then the rapid movements and gestures ceased, and the speaker was silent. A cloud came over his rough-hewn majestic visage; he drew himself up, and swayed his body from side to side, and shook his black gown, and lifted his arms, as their plumed homologues are lifted by some great bird, and let them fall again two or three times; and then said, in deep measured tones, which seemed to express rage and despair, ""But did you ever see the eagle in his cage?"" The effect of the contrast was grand. He shook"
568,c,"see it in the Zoological Gardens; its deep-set, desolate eyes looking through and beyond us; ruffling its dark plumage, and lifting its heavy wings as if about to scorn the earth, only to drop them again, and to utter one of those long dreary cries which seem to protest so eloquently against a barbarous destiny. Then he proceeded to tell us of the great raptor in its life of hopeless captivity; his stern, rugged countenance, deep bass voice, and grand mouth-filling polysllables suiting his subject well, and making his description seem to our minds a sombre magnificent picture never to be forgotten--at all events, never by an ornithologist. Doubtless this part of his discourse proved eminently pleasing to the majority of his hearers, who, looking downwards into the depths of their own natures, would be able to discern there a glimmer, or possibly more than a glimmer of that divine"
569,c,"to sleep again. So would this one have done, 234 BIRDS IN TOWN AND VILLAGE but cocks, like minstrels among men, are vain creatures, and some kind officious fairy whispered in his ear that there was an appreciative listener hard by, and so to please me he sang, just one stave more. Lying and listening in the dark, it seemed to me that there were two opposite qualities commingled in the sound, with an effect analogous to that of shadow mingling with and chastening light at eventide. First, it was strong and clear, full of assurance and freedom, qualities admirably suited to the song of a bird of Chanticleer's disposition; a lusty, ringing strain, not sung in the clouds or from a lofty perch midway between earth and heaven, but with feet firmly planted on the soil, and earthly; and compared with the notes of the grove like a versified"
570,c,"and this only for a brief season of about a couple of months' duration. There is but one brood raised in the season, and the whole business of reproduction is well over before the end of June. Later breeders are those that have lost 282 BIRDS IN TOWN AND VILLAGE their first eggs or broods. And no sooner are the young brought off and instructed in the starling's sole vocation (except his fruit-eating) of extracting the grubs it subsists on from the roots of the grass--a business which detains them for a week or two--than the married life is apparently over and the communal life resumed. The whole life of the bird is then changed; the sole tie appears to be that of the flock; home and young are forgotten: the birds range hither and thither about the land, and by and by migrate to distant places, some passing oversea,"
571,c,"these gave me most pleasure, especially at night, when lying awake I would listen by the hour to the perpetual curlew conversation going on in the dark--an endless series of clear modulated notes and trills, with a beautiful expression of wildness and freedom, a reminder of lonely seashores and mountains and moorlands in the north country. What wonder that Stevenson, sick in his tropical island--sick for his cold grey home so many thousands of miles away, wished once more to hear the whaup crying over the graves of his forefathers, and to hear no more at all! Of bird music by day there was little; you would 268 BIRDS IN TOWN AND VILLAGE hear more of it in one morning in that small rustic village in Berkshire where the first part of this book was written than in a whole summer in one of these West Cornwall villages, so few"
572,c,"Nature's message to our hearts. Who delights not in a bird? Yet how few among us find any pleasure in reading of them in natural history books! The living bird, viewed closely and fearless of our presence, is so much more to the mind than all that is written--so infinitely more engaging in its spontaneous gladness, its brilliant vivacity, and its motions so swift and true and yet so graceful! Even leaving out the melody, what a charm it would add to our homes if birds were permitted to take the part there for which Nature designed them--if they were the ""winged wardens"" of our gardens and houses as well as of our fields. Bird-biographies are always in our bookcases; and the bird-form meets our sight everywhere in decorative art Eastern and Western; for its aerial beauty is without MOOR-HENS IN HYDE PARK 205 parallel in nature; but the living"
573,c,"injurious to their interests for them to sweep it away. The small thing that has been flying about and uttering 254 BIRDS IN TOWN AND VILLAGE musical sounds since April may, when July comes, devour a certain number of cherries. Nor is even this plea needed. If it is innocent for the lower creatures to prey upon one another, it cannot be less innocent for man to destroy them indiscriminately, if it gives him any pleasure to do so. It is idle to go into such subtle questions with those who have the power to destroy; if their hands are to be restrained it is not by appealing to feelings which they do not possess, but to their lower natures--to their greed and their cunning. For the rest of us, for all who have conquered or outgrown the killing instinct, the impartiality that pets nothing and persecutes nothing is doubtless"
574,c,"dare say they will BIRDS IN A VILLAGE 75 be out by to-morrow or the next day, and I hope you little fellows won't try to drag them out before then."" They at once protested that they had no such intention. They said that they never robbed birds' nests; that there were several nests at home in the garden and orchard, one of a nightingale with three eggs in it, but that they never took an egg. But some of the boys they knew, they said, took all the eggs they found; and there was one boy who got into every orchard and garden in the place, who was so sharp that few nests escaped him, and every nest he found he destroyed, breaking the eggs if there were any, and if there were young birds killing them. Not, perhaps, without first mutilating them, I thought; for I know something"
575,c,"would buy shot and use it early in the morning before their master was about; but if the man I had seen had been detected in the act, he would have been discharged on the spot. It was not only because the trees would be injured by shot, but this fruitgrower was friendly to birds. Most fruit-growers, I said, were dead against the birds, and anxious only to kill as many of them as possible. It might be so in some places, he answered, but not in the village. He himself and most of the villagers depended, in a great measure, on the fruit they produced for a living, and their belief was that, taking one bird with another all the year round, the birds did them more good than harm. I then imparted to him the views on this bird subject of a well-known fruit-grower in the north of"
576,c,"with is that of a true mocking-bird, BIRDS IN A VILLAGE 101 Mimus patachonicus, a common resident species in northern Patagonia, on the Atlantic side, very abundant in places. He is a true mocking-bird because he belongs to the genus Mimus, a branch of the thrush family, and not because he mocks or mimics the songs of other species, like others of his kindred. He does not, in fact, mimic the set songs of others, although he often introduces notes and phrases borrowed from other species into his own performance. He sings in a sketchy way all the year round, but in spring has a fuller unbroken song, emitted with more power and passion. For the rest of the time he sings to amuse himself, as it seems, in a peculiarly leisurely, and one may say, indolent manner, perched on a bush, from time to time emitting a note or"
577,c,"and almost incredible--an example of the most perfect mimicry in a species which has its own distinctive song and is not a mimic except once in a while, and as it were by chance. The marsh warbler is our perfect mocking-bird, our one professional mimic; while the starling in comparison is but an amateur. We all know the starling's ever varying performance in which he attempts a hundred things and occasionally succeeds; but even the starling sometimes affects us with a mild astonishment, and I will here give one instance. I was staying at a village in the Wiltshire downs, and at intervals, while sitting at work in my room on the ground floor, I heard the cackling of a fowl at the cottage opposite. I heard, but paid no attention to that familiar sound; but BIRDS IN A VILLAGE 91 after three days it all at once struck me"
578,c,"would have shown an astonishing difference in the musical tastes of their owners. A dozen dogs of as many different breeds, ranging from the boar-hound to the toy terrier, would not have shown greater dissimilarity in their forms than did these cocks in their voices. For the fowl, like the dog, has become an extremely variable creature in the domestic state, in voice no less than in size, form, colour, and other particulars. At one end of the scale there was the raucous bronchial strain produced by the unwieldy Cochin. What a bird is that! Nature, in obedience to man's behests, and smiling with secret satire over her work, has made it ponderous and ungraceful as any clumsy mammalian, wombat, ardvaark, manatee, or hippopotamus. The burnished red hackles, worn like a light mantle over the black doublet of the breast, the metallic dark green sickle-plumes arching over the tail, all"
579,c,"and sound they know into their song; but, on the other hand, when anxious for the safety of their young, or otherwise distressed, they emit only the harsh and grating sounds--never a musical note. In the sedge-warbler, the harsh, scolding sounds that express alarm, solicitude, and other painful emotions, have also been made a part of the musical performance; but this differs from the songs of most species, the mocking birds included, in the extraordinary rapidity with which it is enunciated; once the song begins it goes on swiftly to the finish, harsh and BIRDS IN A VILLAGE 39 melodious notes seeming to overlap and mingle, the sound forming, to speak in metaphor, a close intricate pattern of strongly-contrasted colours. Now the song invariably begins with the harsh notes--the sounds which, at other times, express alarm and other more or less painful emotions--and it strikes me as a probable explanation"
580,c,"in the lottery--to wit, life and a modest harem--would fall to this fine singer or not. The odds were that CHANTICLEER 237 his musical career would be cut short by an early death, since the ten birds were very much alike in other respects, and I felt perfectly sure that his superior note would weigh nothing in the balance. For when has the character of the voice influenced a fancier in selecting? Never I believe, odd as it seems. I have read a very big book on the various breeds of the fowl, but the crowing of the cock was not mentioned in it. This would not seem so strange if fanciers had invariably looked solely to utility, and their highest ambition had ended at size, weight and quality of flesh, early maturity, hardihood, and the greatest number of eggs. This has not been the case. They possess, like others,"
581,c,"with the extraordinary increase of the bird. The wood-pigeon is another species which, like the starling, has increased greatly in recent years, without special protection and with no sentiment in its favour. . . . The sentiment is all confined to the nature-lovers, whose words have no effect on the people generally, least of all on the farmers. I am reminded here of the experience of a young man, an ardent bird-lover, on his visit to a Yorkshire farm. His host, who was also a young man, took him a walk across his fields. It was a spring day of brilliant sunshine, and the air was full of the music of scores of soaring skylarks. The visitor long in cities pent, was exhilarated by the strains and kept on making exclamations of rapturous delight, ""Just listen to the larks! Did you ever hear anything like it!"" and so on. His"
582,c,"intently watching to see how my hatless little Waterton will deal with his serpent, a startling bark, following by a canine shriek, then a yell, resound through the silent garden; and over the lawn rush those three demoniacal fox-terriers, Snap, Puzzy, and Babs, all determined to catch something. Away fly the birds, and though now high overhead, the baffled brutes continue wildly careering about the grounds, vexing the air with their frantic barkings. No more birds to-day! But now the peace-breakers have discovered me, and come tearing across the lawn, and on to the half-way chair, then to the hammock, scrambling over each other to inflict their unwelcome caresses on my hands and face. Ah well, let them have their way and do their worst, since the birds are gone, and I shall go 264 BIRDS IN TOWN AND VILLAGE soon. It is a consolation to think that they are"
583,c,"of date, thanks to the legislation of recent years and to the growth in this country of the feeling or desire for birds during the last two or three decades. In place of this discarded matter I propose to give here the results of recent observations on the bird life of a Cornish village. My residence in the Cornish Village (or villages) was during May and June, 1915, and again from October of the same year to June, 1916. These were months of ill-health, so that I was prevented from pursuing my customary outdoor rambling life; but, like that poor creature the barnyard fowl that can't use its wings, instinctively, or from old habit, I used my eyes in keeping a watch on the feathered (and flying) people about me. The village, Lelant, is on the Hayle estuary, and to see the Atlantic one has but to walk past the"
584,c,"worse than the rook."" Even the ornithologists who are interested in birds as birds haven't a good word to say of the daw. According to them he alone is responsible for the disappearance of his distinguished relation, the chough. (The vulgar daw is of course devoid of any distinction at all, unless it be his grey pate and wicked little grey eyes.) The ornithologists were wrong about the chough, just as they had been wrong about the goldfinch, during the late years of the nineteenth century, and as they were wrong about the swallows and martins in later years. Of the goldfinch, they said, and solemnly put it down in their books, that owing to improved methods of agriculture the thistle had been extirpated and the bird, deprived of his natural food, had forsaken this country. But no sooner did our County Councils begin to avail themselves of the powers"
585,c,"on its own tree, and no doubt every couple roosts side by side on its own twig. On the return of Spring the birds do not migrate in a body, but slip away, flock by flock, to reappear about the end of April in their old breeding-place in the North Country, with, perhaps, the loss of a few members--the one that was old and died in the season of scarcity; and one that was taken at the roost by a brown owl, and one that had its feet frozen to the perch; and was killed by a jackdaw when struggling to free 286 BIRDS IN TOWN AND VILLAGE itself; and one that was struck down by a sparrow-hawk on his homeward journey. What I have so far been unable to trace is the career of the young after August. We see that once they are able to fend for themselves"
586,c,"we had destroyed the starling's natural enemies and then ceased to persecute it ourselves. Of all birds it was the most preyed on by certain raptorial species, especially by the sparrowhawk, which is now becoming so rare, assisted by the hobby (rarer still) and the merlin. It was more exposed than other birds to these enemies owing to its gregarious and feeding habits in grasslands and the open country, also to its slower flight. The greatest drain on the species, came, however, from man. The starling was a favourite bird for shooting-matches up till about thirty years ago, and was taken annually in large numbers by the bird-catchers for the purpose. It is probable that this use of the bird for sport caused people to eat it, and so common did the habit become that 300 BIRDS IN TOWN AND VILLAGE at the end of summer, or before the end,"
587,c,"Pandean pipes--a strange medley! Interesting as this concert was, it held me less than the solitary singing of a sedge-warbler that lived by himself, or with only his mate, higher up where the stream was narrow, so that I could get near him; for he not only tickled my ears with his rapid, reedy music, but amused my mind as well with a pretty little problem in bird psychology. I could sit within a few yards of his tangled haunt without hearing a note; but if I jumped up and made a noise, or struck the branches with my stick, he would incontinently burst into song. It is a very well-known habit of the bird, and on account of it and of the very peculiar character of the sounds emitted, his song is frequently described by ornithologists as ""mocking, defiant, scolding, angry,"" etc. It seems clear that at different times"
588,c,"by red-hot needles, sings, too, in its prison, when it has grown accustomed to its darkened existence, and is in health, and the agreeable sensations that accompany health prompt it at intervals to melody, but no person, not even the dullest ruffian among the baser sort of bird-fanciers would maintain for a moment that the happiness of the little sightless captive, whether vocal or silent, is at all comparable in degree to that of the chaffinch singing in April ""on the orchard bough,"" vividly seeing the wide sunlit world, blue above and green below, possessing the will and the power, when its lyric ends, to transport itself swiftly through the crystal fields of air to other trees and other woods. I take it that in the lower animals misery can result from two causes only--restraint and disease; consequently, that animals in a state of nature are not miserable. They are"
589,c,"the ascent to which was gentle; but on the further side it sloped abruptly down to the Thames. On the left hand there was another hill, with cottages and orchards, with small fields interspersed on the slope and summit, so that the 6 BIRDS IN A VILLAGE 7 middle part, where I lodged, was in a pretty deep hollow. There was no sound of traffic there, and few farmers' carts came that way, as it was well away from the roads, and the deep, narrow, winding lanes were exceedingly rough, like the stony beds of dried-up streams. In the deepest part of the coombe, in the middle of the village, there was a well where the cottagers drew their water; and in the summer evenings the youths and maidens came there, with or without jugs and buckets, to indulge in conversation, which was mostly of the rustic, bantering kind, mixed"
590,c,"for the kingfisher, and for human beings who love nature, the old idea that beautiful birds were meant to be destroyed for fun by anyone and everyone, from the small-brained, detestable cockney sportsman I have mentioned, to the gentlemen who write books about the beauties of nature, is now gradually giving place to this new one--that it would be better to preserve the beautiful things we possess. Half a century before the author of ""Wild Life in a Southern Country"" amused himself by carrying a gun to shoot kingfishers, the inhabitants of that same county of Wiltshire were bathed in tears--so I read in an old Salisbury newspaper--at the tragic death of a young gentleman of great distinction, BIRDS IN A VILLAGE 35 great social charm, great promise. He was out shooting swallows with a friend who, firing at a passing swallow, had the misfortune to shoot and kill him."
591,c,"little prelusive drops of musical sound, growing louder and falling faster until they ran into one prolonged trill. And there I would sit listening for half-an-hour or a whole hour; but the end would not come; the bird is indefatigable and with his mysterious talk in the leaves would tire the sun himself and send 52 BIRDS IN TOWN AND VILLAGE him down the sky: for not until the sun has set and the wood has grown dark does the singing cease. On emerging from the deep shade of the beeches into the wide grassy road that separated the wood from the orchards and plantations of fruit trees, and pausing for a minute to look down on the more than half-hidden village, invariably the first loud sounds that reached my ear were those of the cuckoo, thrush, and blackbird. At all hours in the village, from early morning to evening"
592,c,"and promised in a short time to rival his neighbour. Having heard that it was intended to keep one of the cockerels to be the parent of future broods, I began to wonder whether the prize in the lottery--to wit, life and a modest harem--would fall to this fine singer or not. The odds were that CHANTICLEER 237 his musical career would be cut short by an early death, since the ten birds were very much alike in other respects, and I felt perfectly sure that his superior note would weigh nothing in the balance. For when has the character of the voice influenced a fancier in selecting? Never I believe, odd as it seems. I have read a very big book on the various breeds of the fowl, but the crowing of the cock was not mentioned in it. This would not seem so strange if fanciers had invariably"
593,c,"with tail tipped up and wings closed, dive into the cavity below. One wondered how the young birds would be got out! Talking with the rector of the neighbouring parish of Phillack one day on this subject, he said, ""Don't imagine that the daws restrict themselves to the chimneys where fires are not lighted. At all events it isn't so at Phillack. Perhaps we have too many daws in our village, but every year before lighting fires in the drawing and dining-rooms we have to call in a man with a pole to clear the flues out."" He told me that a few years ago, one cold June day, a fire was lighted in the drawing-room, and as the smoke all poured out into the room a man was sent up to the roof with a pole to clear the obstruction out. Presently a mess of sticks came down and"
594,c,"bringing away portions of the lungs clinging to its roots. The bird appears to know what is coming, like an amateur dentist about to extract one of his own double-pronged teeth, and setting his feet CHANTICLEER 335 firmly on the ground, and throwing himself well back before an imaginary looking-glass, and with arched-neck, wide-open beak, and rolling eyes, courageously performs the horrible operation. One cannot help thinking that a cockerel brought up without any companions of his own sex and age would not often crow, but in this instance there were no fewer than ten of them to encourage each other in the laborious process of tuning their harsh throats. Heard subsequently in the quiet of the early morning, these first tuning efforts suggested some reflections to my mind, which may not prove entirely without interest to fanciers who aim at something beyond a mere increase in our food-supply in"
595,c,"for ever. But no, he would not leave the poor boy to grope alone and blindly after that hidden knowledge he was burning to possess. He pitied him too much. The means were simple and near to hand, the earth teemed with the virtue that would save him from the dissolution which so appalled him. He would be startled to hear in 60 BIRDS IN TOWN AND VILLAGE how small a thing and in how insignificant a creature resided the principle that could make his body, like his spirit, immortal. But exceeding great power often existed in small compass: witness the adder's tooth, which was to our sight no more than the point of the smallest thorn. Now, in the small ant there exists a principle of a greater potency than any other in nature; so strong and penetrating was it that even the dull and brutish kind of men"
596,c,"130 BIRDS IN TOWN AND VILLAGE at one discharge, and no hand and no voice was raised to interfere with the hideous sport. Not because it was not shocking to the spectators, but because it was ""Sport."" Doubtless it will be said that this wholesale wanton destruction of bird life, however painful it may be to lovers of nature, however reprehensible from a moral point of view, is sanctioned by law, and cannot therefore be prevented. This is not quite so. We see that the Wild Birds Protection Act is continually being broken with impunity, and where public opinion is unfavourable to it the guardians of the law themselves, the police and the magistrates, are found encouraging the people to break the law. Again, we find that where commons are enclosed, and the law says nothing, the people are accustomed to assemble together unlawfully to tear the fences down, and"
597,c,"IN TOWN AND VILLAGE their first eggs or broods. And no sooner are the young brought off and instructed in the starling's sole vocation (except his fruit-eating) of extracting the grubs it subsists on from the roots of the grass--a business which detains them for a week or two--than the married life is apparently over and the communal life resumed. The whole life of the bird is then changed; the sole tie appears to be that of the flock; home and young are forgotten: the birds range hither and thither about the land, and by and by migrate to distant places, some passing oversea, while others from the northern counties and from Scotland and the islands come down to the south of England, where they winter in millions and myriads. There they form the winter habit of congregating in immense numbers in the evening at their favourite roosting-places, and hundreds"
598,c,"feel it, and were, at the time, indifferent to the fate that had overtaken them. It is the same in death from cold. The strong, well-nourished man, overtaken by a snowstorm on some pathless, uninhabited waste, may expe- BIRDS IN A VILLAGE 143 rience some exceedingly bitter moments, or even hours, before he gives up the struggle. The physical pain is simply nothing: the whole bitterness is in the thought that he must die. The horror at the thought of annihilation, the remembrance of all the happiness he is now about to lose, of dear friends, of those whose lives will be dimmed with grief for his loss, of all his cherished dreams of the future--the sting of all this is so sharp that, compared with it, the creeping coldness in his blood is nothing more than a slight discomfort, and is scarcely felt. By and by he is overcome"
599,c,"him any pleasure to do so. It is idle to go into such subtle questions with those who have the power to destroy; if their hands are to be restrained it is not by appealing to feelings which they do not possess, but to their lower natures--to their greed and their cunning. For the rest of us, for all who have conquered or outgrown the killing instinct, the impartiality that pets nothing and persecutes nothing is doubtless man's proper attitude towards the inferior animals; a godlike benevolent neutrality; a keen and kindly interest in every form of life, with indifference as to its ultimate destiny; the softness which does no wrong with the hardness that sees no wrong done. To return to the birds. The starlings have kissed like lovers, and fluttered up vertically on their short wings, trying to stream like eagles, only to return to the trees once"
600,d,"breaks into tears on seeing the picture; or again in the 'Lay of Alcinous,' where Odysseus, hearing the minstrel play the lyre, recalls the past and weeps; and hence the recognition. The fourth kind is by process of reasoning. Thus in the Choephori: 'Some one resembling me has come: no one resembles me but Orestes: therefore Orestes has come.' Such too is the discovery made by Iphigenia in the play of Polyidus the Sophist. It was a natural reflection for Orestes to make, 'So I too must die at the altar like my sister.' So, again, in the Tydeus of Theodectes, the father says, 'I came to find my son, and I lose my own life.' So too in the Phineidae: the women, on seeing the place, inferred their fate:—'Here we are doomed to die, for here we were cast forth.' Again, there is a composite kind of recognition involving"
601,d,"the manner not of Euripides but of Sophocles. As for the later poets, their choral songs pertain as little to the subject of the piece as to that of any other tragedy. They are, therefore, sung as mere interludes, a practice first begun by Agathon. Yet what difference is there between introducing such choral interludes, and transferring a speech, or even a whole act, from one play to another? It remains to speak of Diction and Thought, the other parts of Tragedy having been already discussed. Concerning Thought, we may assume what is said in the Rhetoric, to which inquiry the subject more strictly belongs. Under Thought is included every effect which has to be produced by speech, the subdivisions being,—proof and refutation; the excitation of the feelings, such as pity, fear, anger, and the like; the suggestion of importance or its opposite. Now, it is evident that the dramatic"
602,d,"modes of imitation. Poetry in general seems to have sprung from two causes, each of them lying deep in our nature. First, the instinct of imitation is implanted in man from childhood, one difference between him and other animals being that he is the most imitative of living creatures, and through imitation learns his earliest lessons; and no less universal is the pleasure felt in things imitated. We have evidence of this in the facts of experience. Objects which in themselves we view with pain, we delight to contemplate when reproduced with minute fidelity: such as the forms of the most ignoble animals and of dead bodies. The cause of this again is, that to learn gives the liveliest pleasure, not only to philosophers but to men in general; whose capacity, however, of learning is more limited. Thus the reason why men enjoy seeing a likeness is, that in contemplating"
603,d,"and actors. Besides, the production of spectacular effects depends more on the art of the stage machinist than on that of the poet. These principles being established, let us now discuss the proper structure of the Plot, since this is the first and most important thing in Tragedy. Now, according to our definition, Tragedy is an imitation of an action that is complete, and whole, and of a certain magnitude; for there may be a whole that is wanting in magnitude. A whole is that which has a beginning, a middle, and an end. A beginning is that which does not itself follow anything by causal necessity, but after which something naturally is or comes to be. An end, on the contrary, is that which itself naturally follows some other thing, either by necessity, or as a rule, but has nothing following it. A middle is that which follows something"
604,d,"cannot be a tragedy; there may be without character. The tragedies of most of our modern poets fail in the rendering of character; and of poets in general this is often true. It is the same in painting; and here lies the difference between Zeuxis and Polygnotus. Polygnotus delineates character well: the style of Zeuxis is devoid of ethical quality. Again, if you string together a set of speeches expressive of character, and well finished in point of diction and thought, you will not produce the essential tragic effect nearly so well as with a play which, however deficient in these respects, yet has a plot and artistically constructed incidents. Besides which, the most powerful elements of emotional: interest in Tragedy Peripeteia or Reversal of the Situation, and Recognition scenes—are parts of the plot. A further proof is, that novices in the art attain to finish: of diction and precision"
605,d,"attain to finish: of diction and precision of portraiture before they can construct the plot. It is the same with almost all the early poets. The Plot, then, is the first principle, and, as it were, the soul of a tragedy: Character holds the second place. A similar fact is seen in painting. The most beautiful colours, laid on confusedly, will not give as much pleasure as the chalk outline of a portrait. Thus Tragedy is the imitation of an action, and of the agents mainly with a view to the action. Third in order is Thought,—that is, the faculty of saying what is possible and pertinent in given circumstances. In the case of oratory, this is the function of the Political art and of the art of rhetoric: and so indeed the older poets make their characters speak the language of civic life; the poets of our time, the"
606,d,"may gain a deeper insight to the original meaning and distinctions expressed by Aristotle.] ARISTOTLE'S POETICS I II III IV V VI VII VIII IX X XI XII XIII XIV XV XVI XVII XVIII XIX XX XXI XXII XXIII XXIV XXV XXVI I propose to treat of Poetry in itself and of its various kinds, noting the essential quality of each; to inquire into the structure of the plot as requisite to a good poem; into the number and nature of the parts of which a poem is composed; and similarly into whatever else falls within the same inquiry. Following, then, the order of nature, let us begin with the principles which come first. Epic poetry and Tragedy, Comedy also and Dithyrambic: poetry, and the music of the flute and of the lyre in most of their forms, are all in their general conception modes of imitation. They differ, however,"
607,d,"acting is not seen. Thus, the pursuit of Hector would be ludicrous if placed upon the stage—the Greeks standing still and not joining in the pursuit, and Achilles waving them back. But in the Epic poem the absurdity passes unnoticed. Now the wonderful is pleasing: as may be inferred from the fact that every one tells a story with some addition of his own, knowing that his hearers like it. It is Homer who has chiefly taught other poets the art of telling lies skilfully. The secret of it lies in a fallacy, For, assuming that if one thing is or becomes, a second is or becomes, men imagine that, if the second is, the first likewise is or becomes. But this is a false inference. Hence, where the first thing is untrue, it is quite unnecessary, provided the second be true, to add that the first is or has"
608,d,"/ omicron upsilon (omicron upsilon) kappa alpha tau alpha pi upsilon theta epsilon tau alpha iota / omicron mu beta rho omega}. Or again, the question may be solved by punctuation, as in Empedocles,—'Of a sudden things became mortal that before had learnt to be immortal, and things unmixed before mixed.' Or again, by ambiguity of meaning,—as {pi alpha rho omega chi eta kappa epsilon nu / delta epsilon / pi lambda epsilon omega / nu upsilon xi}, where the word {pi lambda epsilon omega} is ambiguous. Or by the usage of language. Thus any mixed drink is called {omicron iota nu omicron sigma}, 'wine.' Hence Ganymede is said 'to pour the wine to Zeus,' though the gods do not drink wine. So too workers in iron are called {chi alpha lambda kappa epsilon alpha sigma}, or workers in bronze. This, however, may also be taken as a metaphor. Again,"
609,d,"under impossible combinations. Now this cannot be done by any arrangement of ordinary words, but by the use of metaphor it can. Such is the riddle:—'A man I saw who on another man had glued the bronze by aid of fire,' and others of the same kind. A diction that is made up of strange (or rare) terms is a jargon. A certain infusion, therefore, of these elements is necessary to style; for the strange (or rare) word, the metaphorical, the ornamental, and the other kinds above mentioned, will raise it above the commonplace and mean, while the use of proper words will make it perspicuous. But nothing contributes more to produce a clearness of diction that is remote from commonness than the lengthening, contraction, and alteration of words. For by deviating in exceptional cases from the normal idiom, the language will gain distinction; while, at the same time, the"
